"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"4173","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","get scared","KINDA",0.5
"4174","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","please click kinda","KINDA",0.5
"4175","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","remember things","YES",1
"4176","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","get thirsty","YES",1
"4177","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","feel sorry","NO",0
"4178","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","know stuff","NO",0
"4179","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","please choose yes","YES",1
"4180","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","know stuff","NO",0
"4181","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","feel sorry","NO",0
"4182","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","get thirsty","NO",0
"4183","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","remember things","NO",0
"4184","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","please click kinda","KINDA",0.5
"4185","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","get scared","NO",0
"4186","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","smell things","NO",0
"4187","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","please choose yes","YES",1
"4188","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","feel tired","NO",0
"4189","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","get sad","NO",0
"4190","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","get lonely","NO",0
"4191","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","love someone","NO",0
"4192","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","feel hungry","NO",0
"4193","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","see","NO",0
"4194","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","hate someone","NO",0
"4195","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","figure things out","NO",0
"4196","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","please select no","NO",0
"4197","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","hear","NO",0
"4198","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","feel sick","NO",0
"4199","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","think","NO",0
"4200","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_robots","robots","feel happy","NO",0
"4201","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","figure things out","KINDA",0.5
"4202","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","get sad","KINDA",0.5
"4203","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","get lonely","YES",1
"4204","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","hate someone","NO",0
"4205","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","please select no","NO",0
"4206","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","feel happy","YES",1
"4207","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","feel hungry","YES",1
"4208","R-3qmMqiAoSebWidV","222","I answered questions about if robots and beetles feels certain emotions","1","1968","m","white","christianity","","R-3qmMqiAoSebWidV_beetles","beetles","know stuff","YES",1
